,id,name,artist,lien,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
37,35hyn7YYNtUTANnapSziZz,Scene,off the menu,https://open.spotify.com/track/35hyn7YYNtUTANnapSziZz,0.589,0.78,1,-3.736,0.0339,0.117,0.0,0.0677,0.541,114.988
38,0Oa51OktoQ3vTDcrzk4wHC,Breakfast,off the menu,https://open.spotify.com/track/0Oa51OktoQ3vTDcrzk4wHC,0.72,0.653,8,-6.811,0.0274,0.0825,0.435,0.0987,0.635,120.02
39,7FRxaMrDiSUOx4Xm6AIblx,BUD,HOA,https://open.spotify.com/track/7FRxaMrDiSUOx4Xm6AIblx,0.386,0.516,8,-5.84,0.0298,0.154,2.45e-05,0.0579,0.516,103.977
40,4lC1YG2Wr1sKa2vSxunqik,싱크홀 (Sinkhole),HOA,https://open.spotify.com/track/4lC1YG2Wr1sKa2vSxunqik,0.456,0.791,2,-7.223,0.0403,0.00398,0.000989,0.197,0.788,219.998
41,4SosC3q9u9jN048Q3lDJrj,haaAakkKKK!!!,OurR,https://open.spotify.com/track/4SosC3q9u9jN048Q3lDJrj,0.729,0.582,9,-5.991,0.0288,0.434,0.00213,0.267,0.886,115.07
42,0V2mWvFBSmJE5pMjygxfK4,Blue,Blue Lamb,https://open.spotify.com/track/0V2mWvFBSmJE5pMjygxfK4,0.71,0.532,5,-6.697,0.0283,0.0865,1.48e-06,0.138,0.433,92.142
43,7vB3CsNuUcpXHEWAMbMN6J,Camel,Dasutt,https://open.spotify.com/track/7vB3CsNuUcpXHEWAMbMN6J,0.713,0.895,0,-5.544,0.0284,0.0598,2.04e-05,0.105,0.903,122.0
44,31DiSYnIBpyfphGN5Djk7x,Lunch Time 점심시간,Dasutt,https://open.spotify.com/track/31DiSYnIBpyfphGN5Djk7x,0.66,0.699,2,-6.448,0.0524,0.3,0.0,0.114,0.669,116.043
45,4AgPA4UnnvDMddZVvkDRQd,Castaway,off the menu,https://open.spotify.com/track/4AgPA4UnnvDMddZVvkDRQd,0.597,0.816,2,-4.878,0.0344,0.121,0.0378,0.284,0.722,129.999
46,1IMIvOYlyvkb6aTP4yYZZb,"YA,YA 야,야",Dasutt,https://open.spotify.com/track/1IMIvOYlyvkb6aTP4yYZZb,0.666,0.652,9,-9.009,0.0763,0.0476,0.00413,0.124,0.893,89.895
47,3cukn3Zr2upFBU4vAUmT6x,Summer Plumage 여름깃,SE SO NEON,https://open.spotify.com/track/3cukn3Zr2upFBU4vAUmT6x,0.503,0.64,2,-4.999,0.087,0.344,0.0663,0.132,0.53,97.528
